Formatted Date,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Temperature (C)
2006-04-10 00:00:00.000 +0200,10.42222222,0.62,16.9855,150,15.8263,1014.4,10.42222222
2006-04-10 01:00:00.000 +0200,7.566666667,0.66,17.2109,149,15.8263,1014.2,9.911111111
2006-04-10 02:00:00.000 +0200,11.18333333,0.8,10.8192,163,14.9569,1008.71,11.18333333
2006-04-10 03:00:00.000 +0200,5.044444444,0.79,11.0768,180,15.8263,1014.47,7.155555556
2006-04-10 04:00:00.000 +0200,4.816666667,0.82,6.6493,161,15.8263,1014.45,6.111111111
2006-04-10 05:00:00.000 +0200,4.272222222,0.83,13.0088,135,14.9569,1014.49,6.788888889
2006-04-10 06:00:00.000 +0200,5.155555556,0.85,11.1734,141,6.1985,1014.52,7.261111111
2006-04-10 07:00:00.000 +0200,5.527777778,0.83,12.8156,150,8.05,1014.16,7.8
2006-04-10 08:00:00.000 +0200,7.933333333,0.78,13.7494,160,9.982,1014.24,9.872222222
2006-04-10 09:00:00.000 +0200,12.22222222,0.72,15.6331,150,9.982,1014.25,12.22222222
2006-04-10 10:00:00.000 +0200,15.09444444,0.61,17.549,151,9.982,1013.96,15.09444444
2006-04-10 11:00:00.000 +0200,17.35555556,0.52,22.7815,169,9.982,1013.85,17.35555556
2006-04-10 12:00:00.000 +0200,19.00555556,0.46,23.8924,169,9.982,1013.04,19.00555556
2006-04-10 13:00:00.000 +0200,20.04444444,0.4,28.3682,170,9.982,1012.22,20.04444444
2006-04-10 14:00:00.000 +0200,21.05,0.4,26.9031,187,10.3523,1011.44,21.05
2006-04-10 15:00:00.000 +0200,21.18333333,0.37,25.6956,179,9.982,1010.52,21.18333333
2006-04-10 16:00:00.000 +0200,20.11666667,0.4,25.3092,162,9.982,1009.83,20.11666667
2006-04-10 17:00:00.000 +0200,20.21666667,0.36,18.1125,161,10.3523,1009.26,20.21666667
2006-04-10 18:00:00.000 +0200,20,0.43,23.4255,160,9.982,1008.76,20
2006-04-10 19:00:00.000 +0200,17.8,0.5,20.0445,150,11.2056,1008.36,17.8
2006-04-10 20:00:00.000 +0200,16.06111111,0.53,21.3969,149,9.982,1008.11,16.06111111
2006-04-10 21:00:00.000 +0200,15.02222222,0.55,21.3808,159,9.982,1008.15,15.02222222
2006-04-10 22:00:00.000 +0200,14.42222222,0.58,20.0123,159,15.8263,1007.85,14.42222222
2006-04-10 23:00:00.000 +0200,14.25555556,0.59,16.5025,168,14.9569,1007.89,14.25555556
2006-04-11 00:00:00.000 +0200,13.77222222,0.6,17.0982,160,15.8263,1007.36,13.77222222
2006-04-11 01:00:00.000 +0200,13.28333333,0.63,14.3612,160,15.8263,1007.26,13.28333333
2006-04-11 02:00:00.000 +0200,5.466666667,0.87,22.0409,32,6.6976,1005.1,8.633333333
2006-04-11 03:00:00.000 +0200,11.25,0.83,11.3344,152,15.8263,1007.01,11.25
2006-04-11 04:00:00.000 +0200,11.18333333,0.89,11.2056,180,9.9015,1006.73,11.18333333
2006-04-11 05:00:00.000 +0200,10.69444444,0.95,10.4006,161,6.6976,1006.59,10.69444444
2006-04-11 06:00:00.000 +0200,11.11111111,0.93,12.0106,140,5.9731,1006.34,11.11111111
2006-04-11 07:00:00.000 +0200,11.11111111,0.93,9.2092,103,10.8031,1006.09,11.11111111
2006-04-11 08:00:00.000 +0200,12.16666667,0.82,9.9015,113,10.6743,1005.97,12.16666667
2006-04-11 09:00:00.000 +0200,12.75555556,0.79,13.8299,129,10.8192,1005.63,12.75555556
2006-04-11 10:00:00.000 +0200,13.83888889,0.84,9.0965,159,10.8192,1005.83,13.83888889
2006-04-11 11:00:00.000 +0200,16.18333333,0.73,0.644,207,10.7548,1005.97,16.18333333
2006-04-11 12:00:00.000 +0200,17.51666667,0.67,0.6762,153,10.8997,1005.64,17.51666667
2006-04-11 13:00:00.000 +0200,17.38333333,0.67,3.864,4,10.8514,1005.2,17.38333333
2006-04-11 14:00:00.000 +0200,17.36111111,0.71,7.8246,341,11.0768,1005.1,17.36111111
2006-04-11 15:00:00.000 +0200,17.20555556,0.74,15.5848,15,10.8514,1004.65,17.20555556
2006-04-11 16:00:00.000 +0200,15.63333333,0.81,23.6992,348,10.8836,1004.04,15.63333333
2006-04-11 17:00:00.000 +0200,13.57777778,0.9,20.9622,321,7.6153,1004.08,13.57777778
2006-04-11 18:00:00.000 +0200,10.91111111,0.86,22.3951,311,2.6565,1004.61,10.91111111
2006-04-11 19:00:00.000 +0200,5.294444444,0.99,26.5006,339,2.6565,1004.99,8.8
2006-04-11 20:00:00.000 +0200,5.777777778,0.93,23.2162,340,3.8157,1004.85,8.961111111
2006-04-11 21:00:00.000 +0200,4.605555556,0.96,25.4219,330,4.4919,1004.96,8.2
2006-04-11 22:00:00.000 +0200,3.722222222,0.96,28.1267,339,4.4436,1005.14,7.688888889
2006-04-11 23:00:00.000 +0200,4.65,0.96,19.2878,339,5.6833,1005.05,7.766666667
2006-04-12 00:00:00.000 +0200,5.072222222,0.96,20.447,341,3.1073,1004.8,8.2
2006-04-12 01:00:00.000 +0200,4.372222222,0.93,27.8691,19,3.2039,1004.89,8.177777778
2006-04-12 02:00:00.000 +0200,6.183333333,0.82,6.7459,277,14.0553,1007,7.311111111
2006-04-12 03:00:00.000 +0200,5.038888889,0.93,14.9086,9,6.118,1004.3,7.644444444
2006-04-12 04:00:00.000 +0200,2.616666667,0.93,25.0355,0,6.118,1003.68,6.622222222
2006-04-12 05:00:00.000 +0200,3.222222222,0.93,19.8352,350,6.1663,1003.86,6.683333333
2006-04-12 06:00:00.000 +0200,1.65,0.93,28.0945,349,7.9695,1003.57,6.088888889
2006-04-12 07:00:00.000 +0200,1.633333333,0.93,27.9818,348,6.3434,1003.96,6.066666667
2006-04-12 08:00:00.000 +0200,1.494444444,0.93,30.8637,349,10.5455,1004.1,6.144444444
2006-04-12 09:00:00.000 +0200,2.688888889,0.8,32.1678,349,11.2056,1004.26,7.133333333
2006-04-12 10:00:00.000 +0200,3.233333333,0.86,26.5328,339,11.27,1004.18,7.205555556
2006-04-12 11:00:00.000 +0200,3.544444444,0.84,28.336,339,10.5455,1004.23,7.566666667
2006-04-12 12:00:00.000 +0200,5.161111111,0.77,29.8333,348,11.27,1004.47,8.9
2006-04-12 13:00:00.000 +0200,6.644444444,0.71,28.4809,339,11.27,1004.52,9.961111111
2006-04-12 14:00:00.000 +0200,6.55,0.71,28.5131,338,11.0768,1004.29,9.888888889
2006-04-12 15:00:00.000 +0200,11.06666667,0.71,25.6956,320,11.27,1003.93,11.06666667
2006-04-12 16:00:00.000 +0200,10.11666667,0.76,25.3414,311,11.27,1004,10.11666667
2006-04-12 17:00:00.000 +0200,11.03888889,0.66,21.413,311,9.982,1004.3,11.03888889
2006-04-12 18:00:00.000 +0200,10.65,0.7,17.8549,310,14.9086,1004,10.65
2006-04-12 19:00:00.000 +0200,10.05,0.7,15.1984,328,9.982,1004.39,10.05
2006-04-12 20:00:00.000 +0200,7.716666667,0.66,15.7297,348,11.0285,1005.48,9.9
2006-04-12 21:00:00.000 +0200,6.816666667,0.71,12.3648,20,9.982,1005.89,8.794444444
2006-04-12 22:00:00.000 +0200,5.405555556,0.72,13.8943,28,15.8263,1006.37,7.827777778
2006-04-12 23:00:00.000 +0200,6.122222222,0.72,9.8049,11,15.0052,1006.56,7.855555556
2006-04-13 00:00:00.000 +0200,6.211111111,0.75,6.6654,326,15.8746,1007.07,7.316666667
2006-04-13 01:00:00.000 +0200,6.005555556,0.75,7.1162,309,15.8746,1007.37,7.244444444
2006-04-13 02:00:00.000 +0200,5.438888889,0.88,3.7191,193,9.982,1012.23,5.438888889
2006-04-13 03:00:00.000 +0200,4.55,0.76,14.4739,273,15.8263,1007.28,7.2
2006-04-13 04:00:00.000 +0200,3.161111111,0.7,20.5275,300,15.8263,1007.18,6.688888889
2006-04-13 05:00:00.000 +0200,2.694444444,0.73,19.3039,309,14.9569,1007.39,6.211111111
2006-04-13 06:00:00.000 +0200,2.8,0.76,17.4363,300,9.982,1007.67,6.111111111
2006-04-13 07:00:00.000 +0200,2.438888889,0.76,20.4148,300,9.982,1007.98,6.111111111
2006-04-13 08:00:00.000 +0200,2.922222222,0.76,17.0499,307,9.982,1008.57,6.172222222
2006-04-13 09:00:00.000 +0200,3.833333333,0.71,20.5114,319,9.982,1008.87,7.222222222
2006-04-13 10:00:00.000 +0200,4.244444444,0.73,17.6456,328,9.982,1009.44,7.288888889
2006-04-13 11:00:00.000 +0200,4.816666667,0.72,14.4095,318,9.982,1010.03,7.405555556
2006-04-13 12:00:00.000 +0200,6.072222222,0.7,10.7548,321,10.0464,1010.22,7.961111111
2006-04-13 13:00:00.000 +0200,7.583333333,0.7,4.8622,349,10.0464,1010.39,8.033333333
2006-04-13 14:00:00.000 +0200,9.077777778,0.65,2.3828,348,10.0303,1010.24,9.077777778
2006-04-13 15:00:00.000 +0200,9.05,0.62,0.322,243,9.982,1010,9.05
2006-04-13 16:00:00.000 +0200,9.05,0.65,3.2522,177,11.2056,1009.98,9.05
2006-04-13 17:00:00.000 +0200,9.183333333,0.65,3.0107,170,11.0285,1010.05,9.183333333
2006-04-13 18:00:00.000 +0200,7.455555556,0.7,10.465,172,9.982,1010.1,9.072222222
2006-04-13 19:00:00.000 +0200,6.811111111,0.75,7.3416,172,9.982,1010.39,7.983333333
2006-04-13 20:00:00.000 +0200,6.433333333,0.75,9.5151,150,9.982,1010.91,8.072222222
2006-04-13 21:00:00.000 +0200,6.127777778,0.82,9.9981,142,9.982,1011.32,7.894444444
2006-04-13 22:00:00.000 +0200,4.805555556,0.83,13.685,141,11.9784,1011.61,7.311111111
2006-04-13 23:00:00.000 +0200,5.183333333,0.84,11.5437,141,14.168,1011.97,7.338888889
2006-04-14 00:00:00.000 +0200,4.111111111,0.85,12.719,142,14.9086,1012.22,6.622222222
2006-04-14 01:00:00.000 +0200,3.411111111,0.88,12.8961,130,14.9086,1012.74,6.066666667
2006-04-14 02:00:00.000 +0200,8.338888889,0.88,0.6923,359,15.0052,1015.35,8.338888889
2006-04-14 03:00:00.000 +0200,4.111111111,0.91,5.5384,166,9.982,1013.29,5.183333333
2006-04-14 04:00:00.000 +0200,2.566666667,0.94,5.2003,145,9.982,1013.39,3.722222222
2006-04-14 05:00:00.000 +0200,3.705555556,0.93,5.6189,170,5.9248,1013.45,4.855555556
2006-04-14 06:00:00.000 +0200,5.211111111,0.92,4.7656,178,1.2236,1013.4,5.211111111
2006-04-14 07:00:00.000 +0200,4.638888889,0.92,7.9212,223,7.2128,1013.81,6.255555556
2006-04-14 08:00:00.000 +0200,6.055555556,0.87,9.7566,240,10.6743,1014.7,7.794444444
2006-04-14 09:00:00.000 +0200,10.05,0.76,9.6922,231,11.2056,1014.67,10.05
2006-04-14 10:00:00.000 +0200,12.2,0.66,14.49,230,9.982,1014.66,12.2
2006-04-14 11:00:00.000 +0200,12.7,0.63,20.3343,214,11.0285,1014.8,12.7
2006-04-14 12:00:00.000 +0200,13.93333333,0.58,23.5865,222,11.27,1014.47,13.93333333
2006-04-14 13:00:00.000 +0200,15.09444444,0.59,22.2985,241,11.27,1014.16,15.09444444
2006-04-14 14:00:00.000 +0200,15.15,0.5,14.7154,235,11.4471,1014.07,15.15
2006-04-14 15:00:00.000 +0200,16.17777778,0.44,14.49,238,11.27,1013.34,16.17777778
2006-04-14 16:00:00.000 +0200,16.25,0.55,14.7154,211,11.27,1012.72,16.25
2006-04-14 17:00:00.000 +0200,16.29444444,0.5,19.5937,221,11.4471,1012.38,16.29444444
2006-04-14 18:00:00.000 +0200,16.1,0.56,14.8281,215,11.1251,1012.38,16.1
2006-04-14 19:00:00.000 +0200,12.95555556,0.68,11.9784,224,11.27,1012.72,12.95555556
2006-04-14 20:00:00.000 +0200,13.85,0.64,11.5598,231,11.4471,1013.42,13.85
2006-04-14 21:00:00.000 +0200,12.77777778,0.69,14.2485,358,10.0464,1014.41,12.77777778
2006-04-14 22:00:00.000 +0200,12.15,0.72,11.2539,8,15.8746,1014.89,12.15
2006-04-14 23:00:00.000 +0200,10.67777778,0.81,5.7799,59,15.0052,1014.91,10.67777778
2006-04-15 00:00:00.000 +0200,10.44444444,0.83,2.6404,63,15.8746,1014.75,10.44444444
2006-04-15 01:00:00.000 +0200,9.466666667,0.8,5.313,65,15.8746,1015.55,9.822222222
2006-04-15 02:00:00.000 +0200,11.02777778,0.74,11.3827,146,14.9569,1015.7,11.02777778
2006-04-15 03:00:00.000 +0200,7.138888889,0.93,3.6547,305,14.9086,1016.43,7.138888889
2006-04-15 04:00:00.000 +0200,5.644444444,0.89,10.8675,327,14.9086,1016.56,7.622222222
2006-04-15 05:00:00.000 +0200,6.611111111,0.86,6.5205,319,13.3791,1017.15,7.627777778
2006-04-15 06:00:00.000 +0200,4.855555556,0.86,11.3988,271,9.982,1017.37,7.044444444
2006-04-15 07:00:00.000 +0200,7.038888889,0.84,9.66,297,9.982,1018.25,8.6
2006-04-15 08:00:00.000 +0200,7.383333333,0.84,15.9551,289,9.982,1019.24,9.65
2006-04-15 09:00:00.000 +0200,12.10555556,0.72,13.1698,310,9.982,1019.83,12.10555556
2006-04-15 10:00:00.000 +0200,12.77777778,0.71,13.1698,301,11.2056,1020.51,12.77777778
2006-04-15 11:00:00.000 +0200,13.81111111,0.65,9.6761,307,11.4471,1020.91,13.81111111
2006-04-15 12:00:00.000 +0200,16.01666667,0.48,11.2378,307,11.27,1020.6,16.01666667
2006-04-15 13:00:00.000 +0200,17.12777778,0.47,12.7029,308,11.27,1020.39,17.12777778
2006-04-15 14:00:00.000 +0200,17.14444444,0.43,10.6099,279,11.4471,1020.34,17.14444444
2006-04-15 15:00:00.000 +0200,17.77777778,0.4,7.9534,272,11.2056,1019.7,17.77777778
2006-04-15 16:00:00.000 +0200,17.77777778,0.37,2.5921,351,11.2056,1018.89,17.77777778
2006-04-15 17:00:00.000 +0200,17.80555556,0.43,11.0124,175,10.3523,1018.48,17.80555556
2006-04-15 18:00:00.000 +0200,16.15555556,0.52,9.1931,172,9.982,1017.87,16.15555556
2006-04-15 19:00:00.000 +0200,14.05,0.63,9.1609,160,9.982,1017.56,14.05
2006-04-15 20:00:00.000 +0200,13.08888889,0.67,9.2736,138,9.982,1017.38,13.08888889
2006-04-15 21:00:00.000 +0200,12.28888889,0.72,9.4507,141,9.982,1017.58,12.28888889
2006-04-15 22:00:00.000 +0200,12.77777778,0.66,11.0768,141,15.8263,1017.65,12.77777778
2006-04-15 23:00:00.000 +0200,12.72777778,0.67,13.3791,149,14.9569,1017.36,12.72777778
2006-04-16 00:00:00.000 +0200,12.26666667,0.69,14.1358,151,15.8263,1016.8,12.26666667
2006-04-16 01:00:00.000 +0200,11.71111111,0.71,11.3183,158,15.8263,1016.64,11.71111111
2006-04-16 02:00:00.000 +0200,10.82777778,0.86,9.177,259,14.168,1013.13,10.82777778
2006-04-16 03:00:00.000 +0200,12.2,0.59,14.168,141,15.8263,1014.79,12.2
2006-04-16 04:00:00.000 +0200,12.2,0.6,14.2968,151,15.8263,1014.25,12.2
2006-04-16 05:00:00.000 +0200,11.68888889,0.68,13.8299,152,14.9569,1013.95,11.68888889
2006-04-16 06:00:00.000 +0200,11.20555556,0.77,14.007,132,9.982,1013.63,11.20555556
2006-04-16 07:00:00.000 +0200,11.13333333,0.77,15.4882,150,9.982,1013.27,11.13333333
2006-04-16 08:00:00.000 +0200,11.43888889,0.77,13.8782,163,10.3523,1013.56,11.43888889
2006-04-16 09:00:00.000 +0200,13.03333333,0.81,14.4578,209,9.982,1012.85,13.03333333
2006-04-16 10:00:00.000 +0200,17.24444444,0.62,25.0194,221,11.27,1012.15,17.24444444
2006-04-16 11:00:00.000 +0200,17.73888889,0.53,27.37,230,11.4471,1011.71,17.73888889
2006-04-16 12:00:00.000 +0200,17.84444444,0.56,22.218,251,11.27,1011.28,17.84444444
2006-04-16 13:00:00.000 +0200,18.86111111,0.56,23.5382,250,11.27,1010.99,18.86111111
2006-04-16 14:00:00.000 +0200,18.66666667,0.56,19.8996,240,11.3988,1010.93,18.66666667
2006-04-16 15:00:00.000 +0200,17.82222222,0.56,17.5007,243,11.27,1010.7,17.82222222
2006-04-16 16:00:00.000 +0200,17.8,0.59,17.6939,281,11.27,1010.52,17.8
2006-04-16 17:00:00.000 +0200,17.35,0.57,19.5615,295,11.3988,1010.69,17.35
2006-04-16 18:00:00.000 +0200,16.06666667,0.67,21.8155,280,11.2056,1010.86,16.06666667
2006-04-16 19:00:00.000 +0200,14.93333333,0.73,17.2753,280,11.2056,1011.14,14.93333333
2006-04-16 20:00:00.000 +0200,13.92222222,0.78,11.7691,279,11.2861,1011.64,13.92222222
2006-04-16 21:00:00.000 +0200,12.75555556,0.84,11.0446,270,11.0768,1012.02,12.75555556
2006-04-16 22:00:00.000 +0200,12.75555556,0.84,11.0607,277,15.6975,1012.21,12.75555556
2006-04-16 23:00:00.000 +0200,12.37222222,0.86,7.2933,239,14.8764,1012.33,12.37222222
2006-04-17 00:00:00.000 +0200,11.18333333,0.93,6.923,241,15.8263,1012.6,11.18333333
2006-04-17 01:00:00.000 +0200,11.66666667,0.9,11.1734,242,15.8263,1012.8,11.66666667
2006-04-17 02:00:00.000 +0200,7.366666667,0.95,10.3201,266,6.8425,1012.66,8.977777778
2006-04-17 03:00:00.000 +0200,10.57777778,0.93,11.1734,278,14.9086,1012.32,10.57777778
2006-04-17 04:00:00.000 +0200,10.53333333,0.89,14.007,269,14.9086,1012.33,10.53333333
2006-04-17 05:00:00.000 +0200,10.58888889,0.87,7.2933,269,14.168,1012.55,10.58888889
2006-04-17 06:00:00.000 +0200,9.283333333,0.89,6.7298,297,15.8263,1012.71,9.983333333
2006-04-17 07:00:00.000 +0200,11.02222222,0.86,7.889,307,9.982,1013.01,11.02222222
2006-04-17 08:00:00.000 +0200,13.53888889,0.75,11.8657,305,9.982,1013.23,13.53888889
2006-04-17 09:00:00.000 +0200,13.88888889,0.68,20.0123,308,11.2056,1013.31,13.88888889
2006-04-17 10:00:00.000 +0200,15,0.67,17.5812,300,11.2056,1013.4,15
2006-04-17 11:00:00.000 +0200,17.18333333,0.57,15.9551,319,11.4471,1013.27,17.18333333
2006-04-17 12:00:00.000 +0200,16.2,0.62,16.3093,309,11.27,1013.02,16.2
2006-04-17 13:00:00.000 +0200,17.75,0.56,17.7744,290,11.2056,1013.03,17.75
2006-04-17 14:00:00.000 +0200,18.40555556,0.54,19.0785,297,15.3594,1012.55,18.40555556
2006-04-17 15:00:00.000 +0200,17.82222222,0.59,17.5973,319,11.27,1012.03,17.82222222
2006-04-17 16:00:00.000 +0200,17.31111111,0.57,20.3343,310,11.27,1011.81,17.31111111
2006-04-17 17:00:00.000 +0200,17.50555556,0.55,13.7172,316,11.4471,1011.33,17.50555556
2006-04-17 18:00:00.000 +0200,17.26666667,0.54,14.3773,309,9.982,1011.2,17.26666667
2006-04-17 19:00:00.000 +0200,15.13888889,0.61,10.8997,310,9.982,1011.5,15.13888889
2006-04-17 20:00:00.000 +0200,13.25,0.69,4.7173,325,9.982,1011.76,13.25
2006-04-17 21:00:00.000 +0200,12.29444444,0.72,4.669,282,9.982,1012.01,12.29444444
2006-04-17 22:00:00.000 +0200,10.7,0.79,3.5742,281,15.8263,1012.31,10.7
2006-04-17 23:00:00.000 +0200,9.388888889,0.85,5.7477,274,14.9569,1012.51,9.855555556
2006-04-18 00:00:00.000 +0200,7.861111111,0.88,11.27,280,11.9784,1012.52,9.522222222
2006-04-18 01:00:00.000 +0200,8.405555556,0.92,3.1234,255,11.9784,1012.61,8.405555556
2006-04-18 02:00:00.000 +0200,13.01111111,0.82,9.6278,46,14.9569,1011.27,13.01111111
2006-04-18 03:00:00.000 +0200,7.733333333,0.96,3.4293,277,4.2987,1012.54,7.733333333
2006-04-18 04:00:00.000 +0200,6.138888889,0.96,3.3488,284,4.1216,1012.44,6.138888889
2006-04-18 05:00:00.000 +0200,6.472222222,0.95,2.9946,283,4.7656,1012.62,6.472222222
2006-04-18 06:00:00.000 +0200,6.627777778,0.96,3.3005,313,2.9302,1012.75,6.627777778
2006-04-18 07:00:00.000 +0200,8.688888889,0.93,1.4329,290,5.8443,1012.96,8.688888889
2006-04-18 08:00:00.000 +0200,11.99444444,0.81,2.415,345,9.6117,1013.38,11.99444444
2006-04-18 09:00:00.000 +0200,13.76666667,0.78,4.1538,16,9.6761,1013.14,13.76666667
2006-04-18 10:00:00.000 +0200,15.08888889,0.77,7.3738,332,9.9015,1013.33,15.08888889
2006-04-18 11:00:00.000 +0200,16.45555556,0.68,7.8085,350,11.0768,1013.56,16.45555556
2006-04-18 12:00:00.000 +0200,17.31111111,0.62,7.3738,330,11.27,1013.61,17.31111111
2006-04-18 13:00:00.000 +0200,17.87222222,0.64,8.372,12,11.27,1013.11,17.87222222
2006-04-18 14:00:00.000 +0200,19.03888889,0.47,7.0679,39,11.4471,1012.69,19.03888889
2006-04-18 15:00:00.000 +0200,18.97777778,0.51,10.8675,3,11.27,1012.2,18.97777778
2006-04-18 16:00:00.000 +0200,19.00555556,0.55,4.8139,9,11.2056,1011.7,19.00555556
2006-04-18 17:00:00.000 +0200,19.01111111,0.53,4.7978,33,11.3988,1011.4,19.01111111
2006-04-18 18:00:00.000 +0200,17.86666667,0.64,10.9319,24,11.2056,1011.32,17.86666667
2006-04-18 19:00:00.000 +0200,17.26666667,0.62,10.8514,33,9.982,1011.23,17.26666667
2006-04-18 20:00:00.000 +0200,16.18888889,0.61,5.0876,25,10.3523,1011.5,16.18888889
2006-04-18 21:00:00.000 +0200,14.88333333,0.72,9.177,32,9.982,1012.05,14.88333333
2006-04-18 22:00:00.000 +0200,14.32777778,0.75,10.9319,31,15.8263,1012.15,14.32777778
2006-04-18 23:00:00.000 +0200,14.51111111,0.75,6.3756,47,14.9569,1012.09,14.51111111
2006-04-19 00:00:00.000 +0200,14.37222222,0.75,6.5366,67,15.8263,1011.83,14.37222222
2006-04-19 01:00:00.000 +0200,14.87777778,0.72,14.2163,60,15.8263,1011.45,14.87777778
2006-04-19 02:00:00.000 +0200,10.40555556,0.92,3.6064,144,2.0125,1012.05,10.40555556
2006-04-19 03:00:00.000 +0200,12.82222222,0.83,8.4364,57,11.2056,1011.18,12.82222222
2006-04-19 04:00:00.000 +0200,12.8,0.85,14.4256,31,14.9086,1010.07,12.8
2006-04-19 05:00:00.000 +0200,12.82777778,0.86,13.8943,12,14.168,1009.83,12.82777778
2006-04-19 06:00:00.000 +0200,12.26666667,0.85,15.778,12,11.2056,1009.8,12.26666667
2006-04-19 07:00:00.000 +0200,12.26666667,0.85,15.5848,2,11.27,1009.99,12.26666667
2006-04-19 08:00:00.000 +0200,12.18333333,0.82,12.3809,11,11.0768,1010.21,12.18333333
2006-04-19 09:00:00.000 +0200,12.17222222,0.8,20.3826,11,11.27,1010.41,12.17222222
2006-04-19 10:00:00.000 +0200,12.71111111,0.83,22.0892,19,11.27,1010.33,12.71111111
2006-04-19 11:00:00.000 +0200,15.60555556,0.78,22.3468,18,10.3523,1010.43,15.60555556
2006-04-19 12:00:00.000 +0200,16.02222222,0.78,18.0642,20,11.2056,1010.29,16.02222222
2006-04-19 13:00:00.000 +0200,17.2,0.67,17.6456,48,11.2056,1010.1,17.2
2006-04-19 14:00:00.000 +0200,17.21666667,0.71,14.0875,46,11.0285,1009.96,17.21666667
2006-04-19 15:00:00.000 +0200,17.82777778,0.69,13.4113,29,11.2056,1009.86,17.82777778
2006-04-19 16:00:00.000 +0200,17.82777778,0.69,14.6188,19,11.2056,1009.47,17.82777778
2006-04-19 17:00:00.000 +0200,17.73333333,0.69,9.2414,340,11.0285,1009.63,17.73333333
2006-04-19 18:00:00.000 +0200,16.27222222,0.71,23.0713,39,11.2056,1009.39,16.27222222
2006-04-19 19:00:00.000 +0200,13.16666667,0.93,3.7674,335,5.2164,1011.07,13.16666667
2006-04-19 20:00:00.000 +0200,13.25555556,0.93,3.1395,228,8.05,1011.23,13.25555556
2006-04-19 21:00:00.000 +0200,13.01111111,0.93,10.3362,274,9.982,1011.35,13.01111111
2006-04-19 22:00:00.000 +0200,12.45555556,0.91,5.796,310,14.9086,1011.67,12.45555556
2006-04-19 23:00:00.000 +0200,12.48888889,0.9,9.8854,315,14.5866,1011.76,12.48888889
2006-04-02 00:00:00.000 +0200,8.85,0.8,6.4883,146,15.8263,1015.68,9.555555556
2006-04-02 01:00:00.000 +0200,10.62222222,0.79,14.0231,160,15.8263,1015.41,10.62222222
2006-04-02 02:00:00.000 +0200,8.722222222,0.93,4.5724,40,11.3988,1014.98,8.722222222
2006-04-02 03:00:00.000 +0200,10.53333333,0.77,10.7709,143,15.8263,1015.18,10.53333333
2006-04-02 04:00:00.000 +0200,8.705555556,0.83,6.5366,133,15.8263,1014.7,9.444444444
2006-04-02 05:00:00.000 +0200,9.327777778,0.83,6.0858,163,14.9569,1014.64,9.888888889
2006-04-02 06:00:00.000 +0200,10.36666667,0.78,10.7065,136,15.8263,1014.31,10.36666667
2006-04-02 07:00:00.000 +0200,7.233333333,0.89,10.4972,158,11.2056,1014.63,8.888888889
